2535,1,131,1,131,1,131
1683,3974,79234.5,2358,33.6024173,1.685326548,19.93822345
1684,1170,22053.42,783,28.16528736,1.494252874,18.84907692
1623,9251,166920.92,3629,45.9963957,2.549187104,18.04355421
1206,202,2868.7,104,27.58365385,1.942307692,14.20148515
195,107926,1412572.65,20392,69.27092242,5.292565712,13.08834433
1961,67575,874806.2,12517,69.88944635,5.398657825,12.94570773
250,32180,412331.99,9506,43.37597202,3.385230381,12.81329988
275,38947,427413.07,11156,38.31239423,3.491125852,10.97422318
272,100251,1056750.78,16657,63.44184307,6.018550759,10.54104977
247,110881,1168644.61,17721,65.94687715,6.25703967,10.53962906
190,272978,2822832.8,11697,241.3296401,23.33743695,10.34088022
292,24829,249417.42,6575,37.93420837,3.776273764,10.04540739
1985,14782,147576.45,4450,33.16324719,3.321797753,9.98352388
829,21547,210874.7,7234,29.15049765,2.978573403,9.786731332
1551,63650,598543.98,9246,64.73545101,6.884057971,9.403676041
271,16031,139492.05,3391,41.13596284,4.727514008,8.701394174
304,117909,1019833.11,11535,88.41205982,10.22184655,8.649323716
281,28273,233797,6266,37.31200128,4.51212895,8.269267499
188,548039,4455813.15,24131,184.6509946,22.71099416,8.130467266
192,520744,4190124.55,24337,172.1709557,21.39721412,8.046419258
274,89066,712542.52,13547,52.59780911,6.574592161,8.000163025
917,126,953.7,110,8.67,1.145454545,7.569047619
26,421699,3191385.71,26918,118.5595405,15.66605989,7.567923353
254,38723,285725.35,9527,29.99111473,4.064553375,7.378698706
27,72133,508193.54,18887,26.90705459,3.819187801,7.045229507
203,191681,1318327.94,17461,75.50128515,10.97766451,6.877718397
309,11207,76727.81,4313,17.78989335,2.598423371,6.84641831
228,114582,783239.91,10639,73.61969264,10.76999718,6.835627847
1562,1854,12647.88,960,13.174875,1.93125,6.821941748
234,57002,377735.81,7364,51.2949226,7.740630092,6.626711519
238,129771,845092.45,15244,55.43770992,8.512923117,6.512182614
2521,2,12.7,2,6.35,1,6.35
214,107640,678794.42,8486,79.98991515,12.6844214,6.306154032
232,1135335,6973329.68,28357,245.9121092,40.03720422,6.142089938
256,111843,675743.82,15004,45.03757798,7.45421221,6.041896408
168,123070,732782.6,16890,43.38558911,7.286560095,5.954193548
821,59937,350933.1,11657,30.10492408,5.141717423,5.855032784
193,30015,174206.49,6714,25.94675156,4.470509383,5.80398101
819,39146,226996.8,9923,22.87582384,3.944976318,5.79872273
2171,11866,66651.1,3944,16.89936613,3.00862069,5.616981291
273,59338,332427.9,9205,36.1138403,6.446279196,5.602276787
820,64046,357361.11,12512,28.56146979,5.118765985,5.579756893
249,36920,205443.8,8276,24.82404543,4.461092315,5.564566631
264,53287,294477.06,9930,29.65529305,5.366263847,5.526245801
267,56754,308599.75,12909,23.90578279,4.396467581,5.437497798
822,26221,139648.07,6871,20.32427158,3.816183962,5.325810228
150,39195,207946.99,4968,41.85728462,7.889492754,5.305446868
1460,1826,9581.39,1282,7.473783151,1.424336973,5.247201533
259,42413,221948.14,7970,27.8479473,5.321580928,5.233021479
818,20486,106994.26,6554,16.32503204,3.125724748,5.222798985
91,1966109,10166757.69,28568,355.8792247,68.82207365,5.171004095
1686,45621,233347.41,9367,24.91164834,4.870396071,5.114912211
118,453001,2306940.86,22618,101.9957936,20.02834026,5.092573438
227,77882,393432.8,10225,38.47753545,7.616821516,5.0516525
279,93013,469461.05,15287,30.70982207,6.084450841,5.047262748
263,30200,152302.93,8043,18.93608479,3.754817854,5.043143377
526,187128,943553.93,14362,65.69794806,13.02938309,5.042291533
282,18046,88924.99,5116,17.3817416,3.527365129,4.927684251
525,69252,340294.13,12539,27.13885717,5.522928463,4.913852741
1368,74472,363855.81,9416,38.64229078,7.909090909,4.88580688
972,20088,97983.87,5258,18.63519779,3.820464055,4.877731481
1155,252717,1225386.72,18078,67.78331231,13.97925655,4.848849583
239,94601,457423.33,11758,38.90315785,8.045671032,4.835290642
1700,22144,105860.63,7144,14.8181173,3.099664054,4.780555907
244,94545,451931.05,15558,29.04814565,6.07693791,4.780062933
2273,14670,69651.25,4416,15.77247509,3.32201087,4.747869802
270,22023,103607.9,4035,25.67729864,5.457992565,4.704531626
2494,15,70,14,5,1.071428571,4.666666667
2327,11086,51644.51,4169,12.38774526,2.659150876,4.658534187
306,97006,451549.81,14329,31.5130023,6.769907181,4.654864751
314,102261,474588.64,12253,38.7324443,8.345792867,4.640954421
253,106035,491099.87,12051,40.75179404,8.798854867,4.631488376
2284,8785,40671.41,2690,15.11948327,3.265799257,4.629642573
241,104382,482481.77,16157,29.86208888,6.460481525,4.622269836
283,44832,206911,9172,22.55898386,4.887919756,4.615252498
269,53632,246656.63,10980,22.46417395,4.884517304,4.599057093
161,104165,476863.05,15553,30.66051887,6.697421719,4.577958527
162,46098,210955.68,7003,30.12361559,6.582607454,4.576243655
1547,19025,86898.15,5216,16.6599214,3.647430982,4.567576873
157,100619,456434.19,13488,33.84002002,7.459890273,4.536262436
1545,15597,70519.84,5681,12.41327935,2.745467347,4.521372059
838,52576,237040.31,11080,21.39352978,4.745126354,4.508526894
252,59584,268525.24,5654,47.49296781,10.53837991,4.50666689
82,48109,216770.33,12735,17.02161995,3.777699254,4.505816583
248,267846,1206515.55,17513,68.89256838,15.29412436,4.504512108
839,57280,257113.08,10825,23.75178568,5.291454965,4.488706006
236,35200,157850.68,6803,23.20309863,5.174187858,4.484394318
212,17668,78894.19,9189,8.585720971,1.922733703,4.465371859
70,129552,576185.16,15494,37.18763134,8.361430231,4.447520378
83,338312,1480552.37,17511,84.54984695,19.3199703,4.376292801
268,116073,507147.45,16495,30.74552592,7.036859654,4.369211186
171,67118,291500.69,12790,22.79129711,5.247693511,4.343107512
840,176075,754701.66,14560,51.83390522,12.09306319,4.286251086
158,45988,196208.34,7297,26.88890503,6.30231602,4.266511699
842,18721,79513.37,7488,10.6187727,2.500133547,4.247282196
217,237311,1006736.15,18246,55.17571797,13.00619314,4.242265002
204,78616,332390.64,13239,25.10692953,5.938212856,4.228027882
233,53265,224327.85,10238,21.91129615,5.202676304,4.211543227
114,72115,303387.37,13612,22.28822877,5.297898913,4.206993968
985,18877,78755.9,4069,19.35509953,4.639223396,4.172055941
154,77984,320647.42,13339,24.03834021,5.846315316,4.111707786
996,381925,1557105.54,19550,79.6473422,19.53580563,4.07699297
280,93775,379369.85,14509,26.14720863,6.463229719,4.045532925
21,6664177,26703360.99,31513,847.376035,211.4738997,4.007000563
297,5417,21668,3714,5.834141088,1.458535272,4
178,1871,7484,1355,5.523247232,1.380811808,4
173,2513,10052,1900,5.290526316,1.322631579,4
2059,2115,8460,1547,5.468648998,1.36716225,4
