1623,1
195,2
1961,3
250,4
275,5
272,6
247,7
190,8
292,9
1985,10
829,11
1551,12
271,13
304,14
281,15
188,16
192,17
274,18
26,19
254,20
27,21
203,22
309,23
228,24
234,25
238,26
214,27
232,28
256,29
168,30
821,31
193,32
819,33
2171,34
273,35
820,36
249,37
264,38
267,39
822,40
150,41
259,42
818,43
91,44
1686,45
118,46
227,47
279,48
263,49
526,50
282,51
525,52
1368,53
972,54
1155,55
239,56
1700,57
244,58
2273,59
270,60
2327,61
306,62
314,63
253,64
241,65
283,66
269,67
161,68
162,69
1547,70
157,71
1545,72
838,73
252,74
82,75
248,76
839,77
236,78
212,79
70,80
83,81
268,82
171,83
840,84
158,85
842,86
217,87
204,88
233,89
114,90
985,91
154,92
996,93
280,94
21,95
297,96
224,97
221,98
220,99
920,100
210,101
191,102
187,103
953,104
1542,105
288,106
72,107
240,108
529,109
219,110
105,111
179,112
,113
87,114
230,115
294,116
1596,117
1674,118
225,119
310,120
527,121
1997,122
182,123
57,124
167,125
92,126
124,127
305,128
2172,129
89,130
1471,131
2277,132
6,133
258,134
326,135
78,136
213,137
61,138
69,139
59,140
2031,141
1998,142
262,143
1466,144
257,145
12,146
277,147
1588,148
65,149
266,150
88,151
184,152
103,153
255,154
841,155
2043,156
134,157
243,158
1036,159
1847,160
2117,161
218,162
246,163
2107,164
265,165
2151,166
60,167
1215,168
1389,169
1456,170
1392,171
1405,172
1385,173
1387,174
1214,175
1386,176
1269,177
1395,178
1394,179
237,180
231,181
307,182
144,183
245,184
242,185
226,186
1701,187
235,188
260,189
75,190
286,191
844,192
251,193
2119,194
1996,195
1472,196
1442,197
146,198
1451,199
222,200
816,201
837,202
216,203
211,204
1448,205
1447,206
691,207
789,208
690,209
148,210
832,211
677,212
679,213
681,214
685,215
565,216
790,217
692,218
796,219
831,220
794,221
675,222
673,223
680,224
530,225
564,226
684,227
160,228
678,229
795,230
694,231
683,232
688,233
207,234
674,235
815,236
836,237
676,238
830,239
835,240
793,241
834,242
693,243
792,244
689,245
814,246
787,247
